lat	lon	title	description	icon	iconSize	iconOffset
56.718	-3.77	faskally	FASKALLY (00214) perthshire-in-tayside-region lat: 56.718, long: -3.77, ele: 94 [active: 1980-2005]	img/hourly-rain.png	24,24	0,-24
56.437	-3.372	perth-aerodrome	PERTH AERODROME (00223) perthshire-in-tayside-region lat: 56.437, long: -3.372, ele: 118 [active: 1997-2000]	img/hourly-rain.png	24,24	0,-24
56.048	-3.419	pitreavie-no-2	PITREAVIE NO 2 (00227) fife lat: 56.048, long: -3.419, ele: 40 [active: 1961-1985]	img/hourly-rain.png	24,24	0,-24
56.377	-2.862	leuchars	LEUCHARS (00235) fife lat: 56.377, long: -2.862, ele: 10 [active: 1921-2017]	img/hourly-rain.png	24,24	0,-24
56.279	-2.586	fife-ness	FIFE NESS (00239) fife lat: 56.279, long: -2.586, ele: 12 [active: 1984-2007]	img/hourly-rain.png	24,24	0,-24
55.951	-3.348	turnhouse	TURNHOUSE (00246) midlothian-in-lothian-region lat: 55.951, long: -3.348, ele: 35 [active: 1957-1999]	img/hourly-rain.png	24,24	0,-24
55.966	-3.207	edinburgh-royal-botanic-garden-no-2	EDINBURGH, ROYAL BOTANIC GARDEN NO 2 (00253) midlothian-in-lothian-region lat: 55.966, long: -3.207, ele: 23 [active: 2010-2017]	img/hourly-rain.png	24,24	0,-24
55.921	-2.652	nunraw-abbey	NUNRAW ABBEY (00262) east-lothian lat: 55.921, long: -2.652, ele: 197 [active: 1980-2005]	img/hourly-rain.png	24,24	0,-24
55.709	-2.385	charterhall	CHARTERHALL (00268) berwickshire lat: 55.709, long: -2.385, ele: 112 [active: 1990-2017]	img/hourly-rain.png	24,24	0,-24
55.646	-3.139	glentress	GLENTRESS (00278) peebleshire lat: 55.646, long: -3.139, ele: 165 [active: 1999-2006]	img/hourly-rain.png	24,24	0,-24
55.567	-2.637	greycrook	GREYCROOK (00284) roxburghshire lat: 55.567, long: -2.637, ele: 76 [active: 1980-2003]	img/hourly-rain.png	24,24	0,-24
55.358	-2.519	carterhouse	CARTERHOUSE (00285) roxburghshire lat: 55.358, long: -2.519, ele: 308 [active: 1994-2017]	img/hourly-rain.png	24,24	0,-24
55.234	-2.58	kielder-castle	KIELDER CASTLE (00289) northumberland lat: 55.234, long: -2.58, ele: 201 [active: 2013-2017]	img/hourly-rain.png	24,24	0,-24
55.754	-2.033	berwick-upon-tweed	BERWICK-UPON-TWEED (00303) northumberland lat: 55.754, long: -2.033, ele: 42 [active: 1996-1996]	img/hourly-rain.png	24,24	0,-24
55.301	-1.806	longframlington	LONGFRAMLINGTON (00304) northumberland lat: 55.301, long: -1.806, ele: 158 [active: 1996-1997]	img/hourly-rain.png	24,24	0,-24
54.977	-1.598	newcastle-weather-centre	NEWCASTLE WEATHER CENTRE (00307) tyne-and-wear lat: 54.977, long: -1.598, ele: 52 [active: 1974-2005]	img/hourly-rain.png	24,24	0,-24
55.213	-1.688	morpeth-cockle-park	MORPETH, COCKLE PARK (00310) northumberland lat: 55.213, long: -1.688, ele: 95 [active: 2014-2017]	img/hourly-rain.png	24,24	0,-24
55.018	-1.417	tynemouth	TYNEMOUTH (00313) tyne-and-wear lat: 55.018, long: -1.417, ele: 33 [active: 1957-2001]	img/hourly-rain.png	24,24	0,-24
55.421	-1.601	boulmer	BOULMER (00315) northumberland lat: 55.421, long: -1.601, ele: 23 [active: 1988-2017]	img/hourly-rain.png	24,24	0,-24
54.821	-2.09	boltshope-park	BOLTSHOPE PARK (00319) durham lat: 54.821, long: -2.09, ele: 434 [active: 1994-2007]	img/hourly-rain.png	24,24	0,-24
54.768	-1.586	durham	DURHAM (00326) durham lat: 54.768, long: -1.586, ele: 102 [active: 1997-2017]	img/hourly-rain.png	24,24	0,-24
54.904	-1.395	sunderland-university	SUNDERLAND UNIVERSITY (00332) tyne-and-wear lat: 54.904, long: -1.395, ele: 70 [active: 1996-1997]	img/hourly-rain.png	24,24	0,-24
54.308	-2.101	bainbridge	BAINBRIDGE (00339) north-yorkshire lat: 54.308, long: -2.101, ele: 210 [active: 2010-2017]	img/hourly-rain.png	24,24	0,-24
54.135	-1.415	dishforth-airfield	DISHFORTH AIRFIELD (00342) north-yorkshire lat: 54.135, long: -1.415, ele: 33 [active: 1957-2016]	img/hourly-rain.png	24,24	0,-24
54.045	-1.251	linton-on-ouse	LINTON ON OUSE (00346) north-yorkshire lat: 54.045, long: -1.251, ele: 14 [active: 1984-2017]	img/hourly-rain.png	24,24	0,-24
54.359	-0.672	fylingdales	FYLINGDALES (00358) north-yorkshire lat: 54.359, long: -0.672, ele: 262 [active: 1984-2017]	img/hourly-rain.png	24,24	0,-24
54.273	-0.423	scarborough	SCARBOROUGH (00360) north-yorkshire lat: 54.273, long: -0.423, ele: 110 [active: 2010-2017]	img/hourly-rain.png	24,24	0,-24
54.49	-0.606	whitby-coastguard	WHITBY COASTGUARD (00364) north-yorkshire lat: 54.49, long: -0.606, ele: 60 [active: 1996-1996]	img/hourly-rain.png	24,24	0,-24
54.105	-0.643	high-mowthorpe	HIGH MOWTHORPE (00367) north-yorkshire lat: 54.105, long: -0.643, ele: 175 [active: 2009-2017]	img/hourly-rain.png	24,24	0,-24
53.875	-0.442	leconfield	LECONFIELD (00370) humberside lat: 53.875, long: -0.442, ele: 7 [active: 1992-2017]	img/hourly-rain.png	24,24	0,-24
54.094	-0.176	bridlington-mrsc	BRIDLINGTON MRSC (00373) humberside lat: 54.094, long: -0.176, ele: 15 [active: 1994-2017]	img/hourly-rain.png	24,24	0,-24
53.622	0.141	kilnsea	KILNSEA (00376) humberside lat: 53.622, long: 0.141, ele: 12 [active: 1957-1976]	img/hourly-rain.png	24,24	0,-24
53.844	-0.103	cowden	COWDEN (00379) humberside lat: 53.844, long: -0.103, ele: 15 [active: 1995-1998]	img/hourly-rain.png	24,24	0,-24
53.307	-0.548	scampton	SCAMPTON (00381) lincolnshire lat: 53.307, long: -0.548, ele: 57 [active: 1984-2017]	img/hourly-rain.png	24,24	0,-24
53.637	-0.659	normanby-hall	NORMANBY HALL (00382) humberside lat: 53.637, long: -0.659, ele: 47 [active: 2010-2017]	img/hourly-rain.png	24,24	0,-24
53.175	-0.523	waddington	WADDINGTON (00384) lincolnshire lat: 53.175, long: -0.523, ele: 68 [active: 1949-2017]	img/hourly-rain.png	24,24	0,-24
53.031	-0.504	cranwell	CRANWELL (00386) lincolnshire lat: 53.031, long: -0.504, ele: 63 [active: 1930-2017]	img/hourly-rain.png	24,24	0,-24
53.094	-0.173	coningsby	CONINGSBY (00393) lincolnshire lat: 53.094, long: -0.173, ele: 6 [active: 1978-2017]	img/hourly-rain.png	24,24	0,-24
53.445	-0.202	binbrook	BINBROOK (00394) lincolnshire lat: 53.445, long: -0.202, ele: 108 [active: 1963-1992]	img/hourly-rain.png	24,24	0,-24
52.873	0.139	holbeach-no-2	HOLBEACH NO 2 (00395) lincolnshire lat: 52.873, long: 0.139, ele: 3 [active: 1990-2017]	img/hourly-rain.png	24,24	0,-24
53.55	-0.03	cleethorpes-haverstoe-park	CLEETHORPES, HAVERSTOE PARK (00399) humberside lat: 53.55, long: -0.03, ele: 7 [active: 2003-2004]	img/hourly-rain.png	24,24	0,-24
53.361	0.097	manby	MANBY (00401) lincolnshire lat: 53.361, long: 0.097, ele: 13 [active: 1957-1974]	img/hourly-rain.png	24,24	0,-24
52.626	1.298	norwich-weather-centre	NORWICH WEATHER CENTRE (00408) norfolk lat: 52.626, long: 1.298, ele: 35 [active: 1987-2000]	img/hourly-rain.png	24,24	0,-24
52.651	0.566	marham	MARHAM (00409) norfolk lat: 52.651, long: 0.566, ele: 21 [active: 1957-2017]	img/hourly-rain.png	24,24	0,-24
52.459	0.671	santon-downham	SANTON DOWNHAM (00413) suffolk lat: 52.459, long: 0.671, ele: 6 [active: 2009-2017]	img/hourly-rain.png	24,24	0,-24
52.786	0.737	west-raynham	WEST RAYNHAM (00415) norfolk lat: 52.786, long: 0.737, ele: 73 [active: 1957-1969]	img/hourly-rain.png	24,24	0,-24
52.949	1.122	weybourne	WEYBOURNE (00421) norfolk lat: 52.949, long: 1.122, ele: 21 [active: 1990-2017]	img/hourly-rain.png	24,24	0,-24
52.934	1.291	cromer	CROMER (00426) norfolk lat: 52.934, long: 1.291, ele: 37 [active: 2009-2017]	img/hourly-rain.png	24,24	0,-24
52.757	1.351	coltishall	COLTISHALL (00429) norfolk lat: 52.757, long: 1.351, ele: 17 [active: 1962-2006]	img/hourly-rain.png	24,24	0,-24
52.572	1.738	gorleston	GORLESTON (00432) norfolk lat: 52.572, long: 1.738, ele: 4 [active: 1930-1975]	img/hourly-rain.png	24,24	0,-24
52.686	1.687	hemsby	HEMSBY (00433) norfolk lat: 52.686, long: 1.687, ele: 13 [active: 1978-2001]	img/hourly-rain.png	24,24	0,-24
52.372	0.471	mildenhall	MILDENHALL (00434) suffolk lat: 52.372, long: 0.471, ele: 5 [active: 1949-1969]	img/hourly-rain.png	24,24	0,-24
52.261	0.566	brooms-barn	BROOMS BARN (00435) suffolk lat: 52.261, long: 0.566, ele: 75 [active: 2009-2017]	img/hourly-rain.png	24,24	0,-24
52.091	0.628	cavendish	CAVENDISH (00436) suffolk lat: 52.091, long: 0.628, ele: 55 [active: 2010-2017]	img/hourly-rain.png	24,24	0,-24
52.34	0.77	honington	HONINGTON (00438) suffolk lat: 52.34, long: 0.77, ele: 51 [active: 1969-2003]	img/hourly-rain.png	24,24	0,-24
52.124	0.957	wattisham	WATTISHAM (00440) suffolk lat: 52.124, long: 0.957, ele: 89 [active: 1959-2017]	img/hourly-rain.png	24,24	0,-24
52.163	1.28	charsfield	CHARSFIELD (00442) suffolk lat: 52.163, long: 1.28, ele: 49 [active: 2010-2017]	img/hourly-rain.png	24,24	0,-24
51.947	1.325	felixstowe	FELIXSTOWE (00443) suffolk lat: 51.947, long: 1.325, ele: 3 [active: 1957-1961]	img/hourly-rain.png	24,24	0,-24
52.245	0.1	cambridge-niab	CAMBRIDGE, NIAB (00455) cambridgeshire lat: 52.245, long: 0.1, ele: 26 [active: 2009-2017]	img/hourly-rain.png	24,24	0,-24
52.402	-0.237	monks-wood	MONKS WOOD (00456) cambridgeshire lat: 52.402, long: -0.237, ele: 41 [active: 2000-2017]	img/hourly-rain.png	24,24	0,-24
52.354	-0.116	wyton	WYTON (00457) cambridgeshire lat: 52.354, long: -0.116, ele: 40 [active: 1957-1995]	img/hourly-rain.png	24,24	0,-24
52.014	-0.596	woburn	WOBURN (00458) bedfordshire lat: 52.014, long: -0.596, ele: 89 [active: 2000-2017]	img/hourly-rain.png	24,24	0,-24
51.886	-0.54	dunstable	DUNSTABLE (00459) bedfordshire lat: 51.886, long: -0.54, ele: 157 [active: 1957-1960]	img/hourly-rain.png	24,24	0,-24
52.227	-0.465	bedford	BEDFORD (00461) bedfordshire lat: 52.227, long: -0.465, ele: 85 [active: 1980-2017]	img/hourly-rain.png	24,24	0,-24
52.104	-0.423	cardington	CARDINGTON (00465) bedfordshire lat: 52.104, long: -0.423, ele: 29 [active: 1957-1980]	img/hourly-rain.png	24,24	0,-24
54.076	-2.86	morecambe-no-2	MORECAMBE NO 2 (16851) lancashire lat: 54.076, long: -2.86, ele: 7 [active: 2011-2017]	img/hourly-rain.png	24,24	0,-24
51.724	-0.544	bovingdon	BOVINGDON (00468) hertfordshire lat: 51.724, long: -0.544, ele: 157 [active: 1957-1967]	img/hourly-rain.png	24,24	0,-24
51.807	-0.36	rothamsted	ROTHAMSTED (00471) hertfordshire lat: 51.807, long: -0.36, ele: 128 [active: 1999-2017]	img/hourly-rain.png	24,24	0,-24
51.664	0.041	high-beach	HIGH BEACH (00481) essex lat: 51.664, long: 0.041, ele: 110 [active: 2013-2017]	img/hourly-rain.png	24,24	0,-24
51.881	0.223	stansted	STANSTED (00484) essex lat: 51.881, long: 0.223, ele: 101 [active: 1959-1997]	img/hourly-rain.png	24,24	0,-24
51.734	0.429	writtle	WRITTLE (00487) essex lat: 51.734, long: 0.429, ele: 32 [active: 2009-2017]	img/hourly-rain.png	24,24	0,-24
51.537	0.807	shoeburyness	SHOEBURYNESS (00497) essex lat: 51.537, long: 0.807, ele: 2 [active: 1930-1981]	img/hourly-rain.png	24,24	0,-24
51.555	0.827	shoeburyness-landwick	SHOEBURYNESS, LANDWICK (00498) essex lat: 51.555, long: 0.827, ele: 2 [active: 1981-2017]	img/hourly-rain.png	24,24	0,-24
51.855	1.28	walton-on-the-naze	WALTON-ON-THE-NAZE (00504) essex lat: 51.855, long: 1.28, ele: 5 [active: 1962-1973]	img/hourly-rain.png	24,24	0,-24
53.811	-1.867	bingley-no-2	BINGLEY, NO 2 (00513) west-yorkshire lat: 53.811, long: -1.867, ele: 262 [active: 1994-2017]	img/hourly-rain.png	24,24	0,-24
53.656	-1.831	huddersfield-oakes	HUDDERSFIELD, OAKES (00515) west-yorkshire lat: 53.656, long: -1.831, ele: 232 [active: 1957-1986]	img/hourly-rain.png	24,24	0,-24
53.814	-1.774	bradford	BRADFORD (00516) west-yorkshire lat: 53.814, long: -1.774, ele: 134 [active: 2010-2017]	img/hourly-rain.png	24,24	0,-24
53.613	-1.665	emley-moor	EMLEY MOOR (00521) west-yorkshire lat: 53.613, long: -1.665, ele: 259 [active: 1984-2010]	img/hourly-rain.png	24,24	0,-24
53.801	-1.561	leeds-weather-centre	LEEDS WEATHER CENTRE (00523) west-yorkshire lat: 53.801, long: -1.561, ele: 64 [active: 1989-2003]	img/hourly-rain.png	24,24	0,-24
53.381	-1.491	sheffield	SHEFFIELD (00525) south-yorkshire lat: 53.381, long: -1.491, ele: 131 [active: 2008-2017]	img/hourly-rain.png	24,24	0,-24
53.628	-1.394	ryhill	RYHILL (00529) west-yorkshire lat: 53.628, long: -1.394, ele: 78 [active: 2010-2017]	img/hourly-rain.png	24,24	0,-24
53.836	-1.199	church-fenton	CHURCH FENTON (00533) north-yorkshire lat: 53.836, long: -1.199, ele: 8 [active: 1983-2014]	img/hourly-rain.png	24,24	0,-24
53.869	-1.319	bramham	BRAMHAM (00534) west-yorkshire lat: 53.869, long: -1.319, ele: 54 [active: 2001-2017]	img/hourly-rain.png	24,24	0,-24
53.549	-0.972	lindholme	LINDHOLME (00537) south-yorkshire lat: 53.549, long: -0.972, ele: 5 [active: 1957-1970]	img/hourly-rain.png	24,24	0,-24
53.258	-1.914	buxton	BUXTON (00539) derbyshire lat: 53.258, long: -1.914, ele: 307 [active: 1924-1925]	img/hourly-rain.png	24,24	0,-24
52.737	-1.641	coton-in-the-elms	COTON-IN-THE-ELMS (00542) derbyshire lat: 52.737, long: -1.641, ele: 85 [active: 2010-2017]	img/hourly-rain.png	24,24	0,-24
52.836	-1.251	sutton-bonington	SUTTON BONINGTON (00554) nottinghamshire lat: 52.836, long: -1.251, ele: 43 [active: 2000-2017]	img/hourly-rain.png	24,24	0,-24
53.006	-1.251	nottingham-watnall	NOTTINGHAM, WATNALL (00556) nottinghamshire lat: 53.006, long: -1.251, ele: 117 [active: 1957-2017]	img/hourly-rain.png	24,24	0,-24
53.483	-1.008	finningley	FINNINGLEY (00562) south-yorkshire lat: 53.483, long: -1.008, ele: 10 [active: 1958-1995]	img/hourly-rain.png	24,24	0,-24
52.896	-0.909	langar	LANGAR (00568) nottinghamshire lat: 52.896, long: -0.909, ele: 32 [active: 1957-1961]	img/hourly-rain.png	24,24	0,-24
52.727	-0.656	cottesmore	COTTESMORE (00576) leicestershire lat: 52.727, long: -0.656, ele: 136 [active: 1984-2011]	img/hourly-rain.png	24,24	0,-24
52.274	-0.881	northampton-moulton-park	NORTHAMPTON, MOULTON PARK (00578) northamptonshire lat: 52.274, long: -0.881, ele: 127 [active: 2009-2017]	img/hourly-rain.png	24,24	0,-24
52.612	-0.468	wittering	WITTERING (00583) cambridgeshire lat: 52.612, long: -0.468, ele: 74 [active: 1957-2017]	img/hourly-rain.png	24,24	0,-24
52.454	-1.924	winterbourne-university-of-birmingham	WINTERBOURNE, UNIVERSITY OF BIRMINGHAM (00586) west-midlands lat: 52.454, long: -1.924, ele: 130 [active: 2001-2012]	img/hourly-rain.png	24,24	0,-24
52.453	-1.742	elmdon	ELMDON (00593) west-midlands lat: 52.453, long: -1.742, ele: 96 [active: 1980-1999]	img/hourly-rain.png	24,24	0,-24
52.359	-1.331	church-lawford	CHURCH LAWFORD (00595) warwickshire lat: 52.359, long: -1.331, ele: 107 [active: 1990-2017]	img/hourly-rain.png	24,24	0,-24
52.206	-1.605	wellesbourne	WELLESBOURNE (00596) warwickshire lat: 52.206, long: -1.605, ele: 47 [active: 2011-2017]	img/hourly-rain.png	24,24	0,-24
51.758	-1.578	brize-norton	BRIZE NORTON (00605) oxfordshire lat: 51.758, long: -1.578, ele: 82 [active: 1968-2017]	img/hourly-rain.png	24,24	0,-24
51.998	-1.406	south-newington	SOUTH NEWINGTON (00607) oxfordshire lat: 51.998, long: -1.406, ele: 105 [active: 2011-2017]	img/hourly-rain.png	24,24	0,-24
51.62	-1.099	benson	BENSON (00613) oxfordshire lat: 51.62, long: -1.099, ele: 57 [active: 1974-2017]	img/hourly-rain.png	24,24	0,-24
51.69	-0.534	chenies-no-2	CHENIES NO 2 (00620) buckinghamshire lat: 51.69, long: -0.534, ele: 139 [active: 1992-1998]	img/hourly-rain.png	24,24	0,-24
52.999	-2.27	keele	KEELE (00622) staffordshire lat: 52.999, long: -2.27, ele: 179 [active: 2006-2017]	img/hourly-rain.png	24,24	0,-24
53.04	-2.085	cellarhead	CELLARHEAD (00627) staffordshire lat: 53.04, long: -2.085, ele: 228 [active: 1983-1997]	img/hourly-rain.png	24,24	0,-24
52.59	-2.95	pennerley	PENNERLEY (00634) shropshire lat: 52.59, long: -2.95, ele: 357 [active: 2010-2017]	img/hourly-rain.png	24,24	0,-24
52.795	-2.665	shawbury	SHAWBURY (00643) shropshire lat: 52.795, long: -2.665, ele: 72 [active: 1957-2017]	img/hourly-rain.png	24,24	0,-24
52.398	-2.591	clee-hill	CLEE HILL (00645) shropshire lat: 52.398, long: -2.591, ele: 504 [active: 1966-1971]	img/hourly-rain.png	24,24	0,-24
52.778	-2.428	newport-salop	NEWPORT (SALOP) (00651) shropshire lat: 52.778, long: -2.428, ele: 66 [active: 2010-2017]	img/hourly-rain.png	24,24	0,-24
52.211	-2.23	worcester-barbourne	WORCESTER, BARBOURNE (00654) hereford-and-worcester lat: 52.211, long: -2.23, ele: 25 [active: 1995-2003]	img/hourly-rain.png	24,24	0,-24
