lat	lon	title	description	icon	iconSize	iconOffset
57.981	-4.427	achany-no-2	ACHANY NO 2 (00039) sutherland lat: 57.981, long: -4.427, ele: 107 [active: 1977-1982]	img/daily-weather.png	24,24	0,-24
58.168	-4.727	cassley	CASSLEY (00040) sutherland lat: 58.168, long: -4.727, ele: 99 [active: 1961-2011]	img/daily-weather.png	24,24	0,-24
57.982	-4.422	achany	ACHANY (00042) sutherland lat: 57.982, long: -4.422, ele: 85 [active: 1959-1970]	img/daily-weather.png	24,24	0,-24
58.019	-4.407	lairg-no-2	LAIRG NO 2 (00043) sutherland lat: 58.019, long: -4.407, ele: 91 [active: 1971-2000]	img/daily-weather.png	24,24	0,-24
58.288	-4.442	altnaharra-no-2	ALTNAHARRA NO 2 (00044) sutherland lat: 58.288, long: -4.442, ele: 81 [active: 1993-2017]	img/daily-weather.png	24,24	0,-24
58.523	-4.273	torrisdale	TORRISDALE (00045) sutherland lat: 58.523, long: -4.273, ele: 27 [active: 1977-1990]	img/daily-weather.png	24,24	0,-24
58.52	-4.01	strathy-1	STRATHY 1 (00046) sutherland lat: 58.52, long: -4.01, ele: 38 [active: 1959-1976]	img/daily-weather.png	24,24	0,-24
58.23	-3.922	kinbrace-hatchery	KINBRACE, HATCHERY (00048) sutherland lat: 58.23, long: -3.922, ele: 103 [active: 1979-2017]	img/daily-weather.png	24,24	0,-24
58.293	-3.924	achentoul-no-2	ACHENTOUL NO 2 (00049) sutherland lat: 58.293, long: -3.924, ele: 137 [active: 1946-1971]	img/daily-weather.png	24,24	0,-24
58.561	-3.992	strathy-east	STRATHY EAST (00050) sutherland lat: 58.561, long: -3.992, ele: 68 [active: 1993-2017]	img/daily-weather.png	24,24	0,-24
58.222	-6.948	kneep	KNEEP (00051) western-isles lat: 58.222, long: -6.948, ele: 5 [active: 1983-1987]	img/daily-weather.png	24,24	0,-24
57.859	-5.633	aultbea-no-2	AULTBEA NO 2 (00052) ross-and-cromarty lat: 57.859, long: -5.633, ele: 11 [active: 1990-2017]	img/daily-weather.png	24,24	0,-24
58.213	-6.319	stornoway-airport	STORNOWAY AIRPORT (00054) western-isles lat: 58.213, long: -6.319, ele: 15 [active: 1930-2017]	img/daily-weather.png	24,24	0,-24
58.516	-6.262	butt-of-lewis	BUTT OF LEWIS (00055) western-isles lat: 58.516, long: -6.262, ele: 16 [active: 1984-1995]	img/daily-weather.png	24,24	0,-24
57.286	-5.652	balmacara-house	BALMACARA HOUSE (00056) ross-and-cromarty lat: 57.286, long: -5.652, ele: 4 [active: 1963-1978]	img/daily-weather.png	24,24	0,-24
57.579	-5.692	diabaig	DIABAIG (00058) ross-and-cromarty lat: 57.579, long: -5.692, ele: 60 [active: 1977-2010]	img/daily-weather.png	24,24	0,-24
57.551	-5.46	glen-torridon	GLEN TORRIDON (00059) ross-and-cromarty lat: 57.551, long: -5.46, ele: 55 [active: 1968-1971]	img/daily-weather.png	24,24	0,-24
57.774	-5.597	poolewe	POOLEWE (00060) ross-and-cromarty lat: 57.774, long: -5.597, ele: 6 [active: 1963-2017]	img/daily-weather.png	24,24	0,-24
57.858	-5.813	rudh-re	RUDH RE (00061) ross-and-cromarty lat: 57.858, long: -5.813, ele: 16 [active: 1965-1977]	img/daily-weather.png	24,24	0,-24
57.484	-5.32	achnashellach-lair	ACHNASHELLACH, LAIR (00062) ross-and-cromarty lat: 57.484, long: -5.32, ele: 40 [active: 1982-1984]	img/daily-weather.png	24,24	0,-24
58.068	-5.267	inverpolly	INVERPOLLY (00063) ross-and-cromarty lat: 58.068, long: -5.267, ele: 14 [active: 1963-1998]	img/daily-weather.png	24,24	0,-24
57.337	-5.653	plockton	PLOCKTON (00064) ross-and-cromarty lat: 57.337, long: -5.653, ele: 12 [active: 1979-2017]	img/daily-weather.png	24,24	0,-24
57.49	-5.275	achnashellach	ACHNASHELLACH (00065) ross-and-cromarty lat: 57.49, long: -5.275, ele: 67 [active: 1926-1982]	img/daily-weather.png	24,24	0,-24
57.613	-5.306	kinlochewe	KINLOCHEWE (00066) ross-and-cromarty lat: 57.613, long: -5.306, ele: 25 [active: 1954-2017]	img/daily-weather.png	24,24	0,-24
57.725	-4.895	loch-glascarnoch	LOCH GLASCARNOCH (00067) ross-and-cromarty lat: 57.725, long: -4.895, ele: 269 [active: 1992-2017]	img/daily-weather.png	24,24	0,-24
58.031	-5.072	knockanrock	KNOCKANROCK (00068) ross-and-cromarty lat: 58.031, long: -5.072, ele: 244 [active: 1967-1999]	img/daily-weather.png	24,24	0,-24
57.156	-5.181	cluanie-inn	CLUANIE INN (00069) ross-and-cromarty lat: 57.156, long: -5.181, ele: 223 [active: 1994-1995]	img/daily-weather.png	24,24	0,-24
57.555	-4.794	strathconon	STRATHCONON (00070) ross-and-cromarty lat: 57.555, long: -4.794, ele: 107 [active: 1961-1981]	img/daily-weather.png	24,24	0,-24
57.578	-4.607	craigdarroch	CRAIGDARROCH (00071) ross-and-cromarty lat: 57.578, long: -4.607, ele: 38 [active: 1973-1979]	img/daily-weather.png	24,24	0,-24
57.575	-4.587	contin	CONTIN (00072) ross-and-cromarty lat: 57.575, long: -4.587, ele: 29 [active: 1972-1975]	img/daily-weather.png	24,24	0,-24
57.6	-4.447	dingwall	DINGWALL (00074) ross-and-cromarty lat: 57.6, long: -4.447, ele: 7 [active: 1983-2006]	img/daily-weather.png	24,24	0,-24
57.752	-4.272	crannich	CRANNICH (00075) ross-and-cromarty lat: 57.752, long: -4.272, ele: 197 [active: 1985-1988]	img/daily-weather.png	24,24	0,-24
57.574	-4.093	fortrose	FORTROSE (00076) ross-and-cromarty lat: 57.574, long: -4.093, ele: 5 [active: 1926-1994]	img/daily-weather.png	24,24	0,-24
57.687	-4.167	invergordon-harbour	INVERGORDON HARBOUR (00077) ross-and-cromarty lat: 57.687, long: -4.167, ele: 3 [active: 1989-2001]	img/daily-weather.png	24,24	0,-24
57.703	-4.158	invergordon	INVERGORDON (00078) ross-and-cromarty lat: 57.703, long: -4.158, ele: 15 [active: 1979-1982]	img/daily-weather.png	24,24	0,-24
57.819	-3.967	tain-range	TAIN RANGE (00079) ross-and-cromarty lat: 57.819, long: -3.967, ele: 4 [active: 1994-2017]	img/daily-weather.png	24,24	0,-24
57.865	-3.776	tarbatness	TARBATNESS (00080) ross-and-cromarty lat: 57.865, long: -3.776, ele: 18 [active: 1968-1985]	img/daily-weather.png	24,24	0,-24
57.812	-8.564	st-kilda	ST KILDA (00081) western-isles lat: 57.812, long: -8.564, ele: 30 [active: 1982-1988]	img/daily-weather.png	24,24	0,-24
57.155	-7.316	lochboisdale	LOCHBOISDALE (00083) western-isles lat: 57.155, long: -7.316, ele: 6 [active: 1990-2001]	img/daily-weather.png	24,24	0,-24
57.475	-7.371	benbecula-airport	BENBECULA AIRPORT (00084) western-isles lat: 57.475, long: -7.371, ele: 6 [active: 1957-1996]	img/daily-weather.png	24,24	0,-24
57.872	-6.699	scalpay	SCALPAY (00085) western-isles lat: 57.872, long: -6.699, ele: 18 [active: 1979-1994]	img/daily-weather.png	24,24	0,-24
57.423	-6.788	neist-point	NEIST POINT (00086) inverness-shire lat: 57.423, long: -6.788, ele: 21 [active: 1983-1989]	img/daily-weather.png	24,24	0,-24
57.436	-6.769	waterstein	WATERSTEIN (00087) inverness-shire lat: 57.436, long: -6.769, ele: 83 [active: 1990-2004]	img/daily-weather.png	24,24	0,-24
57.014	-6.282	rhum-kinloch	RHUM: KINLOCH (00089) inverness-shire lat: 57.014, long: -6.282, ele: 5 [active: 1957-2010]	img/daily-weather.png	24,24	0,-24
57.467	-6.305	skye-prabost	SKYE: PRABOST (00090) inverness-shire lat: 57.467, long: -6.305, ele: 67 [active: 1959-2005]	img/daily-weather.png	24,24	0,-24
56.872	-5.67	inverailort	INVERAILORT (00092) inverness-shire lat: 56.872, long: -5.67, ele: 2 [active: 1982-2015]	img/daily-weather.png	24,24	0,-24
57.189	-5.894	heaste	HEASTE (00093) inverness-shire lat: 57.189, long: -5.894, ele: 100 [active: 1974-1984]	img/daily-weather.png	24,24	0,-24
57.239	-5.895	broadford-isle-of-skye	BROADFORD:ISLE OF SKYE (00094) inverness-shire lat: 57.239, long: -5.895, ele: 8 [active: 1988-1991]	img/daily-weather.png	24,24	0,-24
57.199	-5.63	eilanreach	EILANREACH (00095) inverness-shire lat: 57.199, long: -5.63, ele: 8 [active: 1982-2004]	img/daily-weather.png	24,24	0,-24
56.72	-5.224	onich	ONICH (00096) inverness-shire lat: 56.72, long: -5.224, ele: 15 [active: 1926-1995]	img/daily-weather.png	24,24	0,-24
56.829	-5.076	fort-william-no-4	FORT WILLIAM NO 4 (00097) inverness-shire lat: 56.829, long: -5.076, ele: 20 [active: 1984-1993]	img/daily-weather.png	24,24	0,-24
56.809	-5.125	fort-william	FORT WILLIAM (00098) inverness-shire lat: 56.809, long: -5.125, ele: 11 [active: 1959-1960]	img/daily-weather.png	24,24	0,-24
56.837	-5.078	fort-william-no-3	FORT WILLIAM NO 3 (00099) inverness-shire lat: 56.837, long: -5.078, ele: 8 [active: 1960-1971]	img/daily-weather.png	24,24	0,-24
56.839	-5.149	corpach	CORPACH (00101) inverness-shire lat: 56.839, long: -5.149, ele: 8 [active: 1952-1980]	img/daily-weather.png	24,24	0,-24
57.427	-4.497	kiltarlity	KILTARLITY (00102) inverness-shire lat: 57.427, long: -4.497, ele: 75 [active: 1985-2011]	img/daily-weather.png	24,24	0,-24
56.822	-4.969	aonach-mor	AONACH MOR (00103) inverness-shire lat: 56.822, long: -4.969, ele: 1130 [active: 1992-2017]	img/daily-weather.png	24,24	0,-24
57.044	-4.799	loch-oich	LOCH OICH (00104) inverness-shire lat: 57.044, long: -4.799, ele: 37 [active: 1975-1976]	img/daily-weather.png	24,24	0,-24
56.867	-4.708	tulloch-bridge	TULLOCH BRIDGE (00105) inverness-shire lat: 56.867, long: -4.708, ele: 249 [active: 1990-2017]	img/daily-weather.png	24,24	0,-24
57.138	-4.718	fort-augustus-no-2	FORT AUGUSTUS NO 2 (00106) inverness-shire lat: 57.138, long: -4.718, ele: 42 [active: 1967-1976]	img/daily-weather.png	24,24	0,-24
57.144	-4.677	fort-augustus	FORT AUGUSTUS (00107) inverness-shire lat: 57.144, long: -4.677, ele: 21 [active: 1914-1997]	img/daily-weather.png	24,24	0,-24
57.292	-4.828	cannich	CANNICH (00109) inverness-shire lat: 57.292, long: -4.828, ele: 107 [active: 1960-1967]	img/daily-weather.png	24,24	0,-24
57.459	-4.373	lentran	LENTRAN (00110) inverness-shire lat: 57.459, long: -4.373, ele: 146 [active: 1975-2011]	img/daily-weather.png	24,24	0,-24
56.94	-4.238	dalwhinnie-no-2	DALWHINNIE NO 2 (00111) inverness-shire lat: 56.94, long: -4.238, ele: 351 [active: 1973-2016]	img/daily-weather.png	24,24	0,-24
57.111	-3.891	lagganlia	LAGGANLIA (00112) inverness-shire lat: 57.111, long: -3.891, ele: 250 [active: 1971-1987]	img/daily-weather.png	24,24	0,-24
57.206	-3.828	aviemore	AVIEMORE (00113) inverness-shire lat: 57.206, long: -3.828, ele: 228 [active: 1982-2017]	img/daily-weather.png	24,24	0,-24
57.328	-4.486	drumnadrochit	DRUMNADROCHIT (00114) inverness-shire lat: 57.328, long: -4.486, ele: 53 [active: 1990-2011]	img/daily-weather.png	24,24	0,-24
57.486	-4.222	inverness	INVERNESS (00115) inverness-shire lat: 57.486, long: -4.222, ele: 4 [active: 1957-2014]	img/daily-weather.png	24,24	0,-24
57.542	-4.062	dalcross	DALCROSS (00116) inverness-shire lat: 57.542, long: -4.062, ele: 11 [active: 1977-1993]	img/daily-weather.png	24,24	0,-24
57.116	-3.643	cairngorm-summit	CAIRNGORM SUMMIT (00117) inverness-shire lat: 57.116, long: -3.643, ele: 1237 [active: 1992-2017]	img/daily-weather.png	24,24	0,-24
57.133	-3.669	cairngorm-chairlift	CAIRNGORM CHAIRLIFT (00118) inverness-shire lat: 57.133, long: -3.669, ele: 663 [active: 1981-2017]	img/daily-weather.png	24,24	0,-24
57.152	-3.798	achnagoichan	ACHNAGOICHAN (00121) inverness-shire lat: 57.152, long: -3.798, ele: 305 [active: 1954-1984]	img/daily-weather.png	24,24	0,-24
57.164	-3.678	glenmore-lodge	GLENMORE LODGE (00122) inverness-shire lat: 57.164, long: -3.678, ele: 337 [active: 1949-1980]	img/daily-weather.png	24,24	0,-24
57.339	-4.007	tomatin	TOMATIN (00123) inverness-shire lat: 57.339, long: -4.007, ele: 311 [active: 1973-1992]	img/daily-weather.png	24,24	0,-24
57.381	-4.056	moy	MOY (00124) inverness-shire lat: 57.381, long: -4.056, ele: 305 [active: 1969-1971]	img/daily-weather.png	24,24	0,-24
57.345	-4.003	tomatin-freeburn	TOMATIN, FREEBURN (00125) inverness-shire lat: 57.345, long: -4.003, ele: 290 [active: 1993-1999]	img/daily-weather.png	24,24	0,-24
57.587	-3.893	nairn	NAIRN (00126) nairnshire lat: 57.587, long: -3.893, ele: 8 [active: 1931-1998]	img/daily-weather.png	24,24	0,-24
57.615	-3.61	forres-no-2	FORRES NO 2 (00127) moray-in-grampian-region lat: 57.615, long: -3.61, ele: 5 [active: 1976-2002]	img/daily-weather.png	24,24	0,-24
57.334	-3.6	grantown-on-spey-grammar-school	GRANTOWN-ON-SPEY, GRAMMAR SCHOOL (00128) moray-in-highland-region lat: 57.334, long: -3.6, ele: 218 [active: 1993-2000]	img/daily-weather.png	24,24	0,-24
57.327	-3.616	grantown-on-spey-moniack	GRANTOWN-ON-SPEY, MONIACK (00129) moray-in-highland-region lat: 57.327, long: -3.616, ele: 219 [active: 1959-1961]	img/daily-weather.png	24,24	0,-24
57.335	-3.606	grantown-on-spey	GRANTOWN-ON-SPEY (00130) moray-in-highland-region lat: 57.335, long: -3.606, ele: 220 [active: 1966-2007]	img/daily-weather.png	24,24	0,-24
57.608	-3.597	forres	FORRES (00131) moray-in-grampian-region lat: 57.608, long: -3.597, ele: 50 [active: 1959-1976]	img/daily-weather.png	24,24	0,-24
57.645	-3.563	kinloss	KINLOSS (00132) moray-in-grampian-region lat: 57.645, long: -3.563, ele: 5 [active: 1957-2017]	img/daily-weather.png	24,24	0,-24
57.645	-3.379	aldroughty	ALDROUGHTY (00133) moray-in-grampian-region lat: 57.645, long: -3.379, ele: 30 [active: 1982-2000]	img/daily-weather.png	24,24	0,-24
57.532	-3.196	rothes	ROTHES (00134) moray-in-grampian-region lat: 57.532, long: -3.196, ele: 61 [active: 1982-1995]	img/daily-weather.png	24,24	0,-24
57.639	-3.298	elgin	ELGIN (00135) moray-in-grampian-region lat: 57.639, long: -3.298, ele: 28 [active: 1959-1965]	img/daily-weather.png	24,24	0,-24
57.65	-3.293	elgin-no-2	ELGIN NO 2 (00136) moray-in-grampian-region lat: 57.65, long: -3.293, ele: 15 [active: 1965-1981]	img/daily-weather.png	24,24	0,-24
57.711	-3.323	lossiemouth	LOSSIEMOUTH (00137) moray-in-grampian-region lat: 57.711, long: -3.323, ele: 7 [active: 1959-2017]	img/daily-weather.png	24,24	0,-24
57.621	-3.09	gordon-castle	GORDON CASTLE (00138) banffshire lat: 57.621, long: -3.09, ele: 32 [active: 1908-1975]	img/daily-weather.png	24,24	0,-24
57.282	-3.287	clashnoir	CLASHNOIR (00139) banffshire lat: 57.282, long: -3.287, ele: 338 [active: 1977-1981]	img/daily-weather.png	24,24	0,-24
57.354	-3.345	glenlivet	GLENLIVET (00140) banffshire lat: 57.354, long: -3.345, ele: 213 [active: 1946-2008]	img/daily-weather.png	24,24	0,-24
57.553	-2.949	keith	KEITH (00141) banffshire lat: 57.553, long: -2.949, ele: 106 [active: 1973-1995]	img/daily-weather.png	24,24	0,-24
57.661	-2.521	banff-golf-club	BANFF, GOLF CLUB (00142) banffshire lat: 57.661, long: -2.521, ele: 15 [active: 1989-2017]	img/daily-weather.png	24,24	0,-24
57.671	-2.523	banff-no-2	BANFF NO 2 (00143) banffshire lat: 57.671, long: -2.523, ele: 24 [active: 1960-1988]	img/daily-weather.png	24,24	0,-24
57.165	-3.23	corgarff-castle-lodge	CORGARFF, CASTLE LODGE (00144) aberdeenshire lat: 57.165, long: -3.23, ele: 400 [active: 1994-1999]	img/daily-weather.png	24,24	0,-24
56.879	-3.421	cairnwell	CAIRNWELL (00145) aberdeenshire lat: 56.879, long: -3.421, ele: 928 [active: 1994-2017]	img/daily-weather.png	24,24	0,-24
57.006	-3.398	braemar	BRAEMAR (00147) aberdeenshire lat: 57.006, long: -3.398, ele: 339 [active: 1917-2005]	img/daily-weather.png	24,24	0,-24
57.037	-3.22	balmoral	BALMORAL (00148) aberdeenshire lat: 57.037, long: -3.22, ele: 283 [active: 1918-2013]	img/daily-weather.png	24,24	0,-24
57.047	-3.043	ballater-field-centre	BALLATER FIELD CENTRE (00149) aberdeenshire lat: 57.047, long: -3.043, ele: 200 [active: 1989-1999]	img/daily-weather.png	24,24	0,-24
57.076	-2.841	aboyne-no-2	ABOYNE NO 2 (00150) aberdeenshire lat: 57.076, long: -2.841, ele: 140 [active: 1994-2017]	img/daily-weather.png	24,24	0,-24
57.109	-2.916	dinnet	DINNET (00151) aberdeenshire lat: 57.109, long: -2.916, ele: 177 [active: 1962-1982]	img/daily-weather.png	24,24	0,-24
57.127	-2.937	logie-coldstone	LOGIE COLDSTONE (00152) aberdeenshire lat: 57.127, long: -2.937, ele: 185 [active: 1960-1962]	img/daily-weather.png	24,24	0,-24
57.016	-2.67	finzean	FINZEAN (00153) kincardineshire lat: 57.016, long: -2.67, ele: 133 [active: 1982-1988]	img/daily-weather.png	24,24	0,-24
57.24	-2.686	alford-no-2	ALFORD NO 2 (00154) aberdeenshire lat: 57.24, long: -2.686, ele: 137 [active: 1982-1983]	img/daily-weather.png	24,24	0,-24
57.356	-2.766	leith-hall	LEITH HALL (00155) aberdeenshire lat: 57.356, long: -2.766, ele: 180 [active: 1987-2000]	img/daily-weather.png	24,24	0,-24
57.379	-2.795	gartly	GARTLY (00156) aberdeenshire lat: 57.379, long: -2.795, ele: 146 [active: 1968-1986]	img/daily-weather.png	24,24	0,-24
57.45	-2.786	huntly	HUNTLY (00157) aberdeenshire lat: 57.45, long: -2.786, ele: 122 [active: 1959-1966]	img/daily-weather.png	24,24	0,-24
57.274	-2.368	inverurie-no-2	INVERURIE NO 2 (00158) aberdeenshire lat: 57.274, long: -2.368, ele: 54 [active: 1967-1992]	img/daily-weather.png	24,24	0,-24
57.443	-2.39	fyvie-castle	FYVIE CASTLE (00159) aberdeenshire lat: 57.443, long: -2.39, ele: 55 [active: 1946-2011]	img/daily-weather.png	24,24	0,-24
57.187	-2.215	craibstone	CRAIBSTONE (00160) aberdeenshire lat: 57.187, long: -2.215, ele: 102 [active: 1931-2011]	img/daily-weather.png	24,24	0,-24
57.205	-2.205	dyce	DYCE (00161) aberdeenshire lat: 57.205, long: -2.205, ele: 65 [active: 1957-2017]	img/daily-weather.png	24,24	0,-24
57.128	-2.14	aberdeen-mannofield-resr	ABERDEEN, MANNOFIELD RESR (00163) aberdeenshire lat: 57.128, long: -2.14, ele: 52 [active: 1959-2008]	img/daily-weather.png	24,24	0,-24
57.165	-2.129	hilton-aberdeenshire	HILTON (ABERDEENSHIRE) (00164) aberdeenshire lat: 57.165, long: -2.129, ele: 70 [active: 1963-1965]	img/daily-weather.png	24,24	0,-24
57.299	-2.158	udny	UDNY (00165) aberdeenshire lat: 57.299, long: -2.158, ele: 107 [active: 1960-1967]	img/daily-weather.png	24,24	0,-24
57.697	-2.003	fraserburgh	FRASERBURGH (00166) aberdeenshire lat: 57.697, long: -2.003, ele: 18 [active: 1967-1987]	img/daily-weather.png	24,24	0,-24
57.325	-2.003	culterty-no-2	CULTERTY NO 2 (00167) aberdeenshire lat: 57.325, long: -2.003, ele: 3 [active: 1976-1999]	img/daily-weather.png	24,24	0,-24
57.506	-1.844	forehill	FOREHILL (00168) aberdeenshire lat: 57.506, long: -1.844, ele: 41 [active: 1977-2010]	img/daily-weather.png	24,24	0,-24
57.614	-1.846	rattray-head	RATTRAY HEAD (00169) aberdeenshire lat: 57.614, long: -1.846, ele: 26 [active: 1957-1967]	img/daily-weather.png	24,24	0,-24
57.06	-2.542	inchmarlo	INCHMARLO (00173) kincardineshire lat: 57.06, long: -2.542, ele: 80 [active: 1990-2005]	img/daily-weather.png	24,24	0,-24
57.015	-2.502	strachan	STRACHAN (00174) kincardineshire lat: 57.015, long: -2.502, ele: 120 [active: 1961-1973]	img/daily-weather.png	24,24	0,-24
57.053	-2.509	banchory	BANCHORY (00175) kincardineshire lat: 57.053, long: -2.509, ele: 94 [active: 1967-1982]	img/daily-weather.png	24,24	0,-24
57.032	-2.404	durris	DURRIS (00176) kincardineshire lat: 57.032, long: -2.404, ele: 107 [active: 1988-2017]	img/daily-weather.png	24,24	0,-24
56.852	-2.266	inverbervie-no-2	INVERBERVIE NO 2 (00177) kincardineshire lat: 56.852, long: -2.266, ele: 134 [active: 1992-2017]	img/daily-weather.png	24,24	0,-24
56.969	-2.207	stonehaven	STONEHAVEN (00178) kincardineshire lat: 56.969, long: -2.207, ele: 4 [active: 1959-1985]	img/daily-weather.png	24,24	0,-24
56.946	-2.212	stonehaven-no-2	STONEHAVEN NO 2 (00179) kincardineshire lat: 56.946, long: -2.212, ele: 85 [active: 1985-2000]	img/daily-weather.png	24,24	0,-24
57.018	-2.17	muchalls	MUCHALLS (00180) kincardineshire lat: 57.018, long: -2.17, ele: 64 [active: 1959-1965]	img/daily-weather.png	24,24	0,-24
56.457	-3.073	mylnefield	MYLNEFIELD (00181) angus lat: 56.457, long: -3.073, ele: 31 [active: 1954-2017]	img/daily-weather.png	24,24	0,-24
56.538	-3.063	auchterhouse	AUCHTERHOUSE (00182) angus lat: 56.538, long: -3.063, ele: 232 [active: 1959-1964]	img/daily-weather.png	24,24	0,-24
56.47	-2.94	dundee	DUNDEE (00183) angus lat: 56.47, long: -2.94, ele: 45 [active: 1959-1996]	img/daily-weather.png	24,24	0,-24
56.625	-3.0	glamis-castle-no-2	GLAMIS CASTLE NO 2 (00184) angus lat: 56.625, long: -3.0, ele: 62 [active: 1959-1973]	img/daily-weather.png	24,24	0,-24
56.683	-2.929	forfar-no-3	FORFAR NO 3 (00185) angus lat: 56.683, long: -2.929, ele: 91 [active: 1985-1994]	img/daily-weather.png	24,24	0,-24
56.657	-2.775	forfar-no-2	FORFAR NO 2 (00186) angus lat: 56.657, long: -2.775, ele: 67 [active: 1981-1983]	img/daily-weather.png	24,24	0,-24
56.906	-2.907	whitehillocks	WHITEHILLOCKS (00187) angus lat: 56.906, long: -2.907, ele: 258 [active: 1962-2013]	img/daily-weather.png	24,24	0,-24
56.468	-2.75	buddon-ness	BUDDON NESS (00188) angus lat: 56.468, long: -2.75, ele: 5 [active: 1960-1973]	img/daily-weather.png	24,24	0,-24
56.507	-2.725	carnoustie-no-2	CARNOUSTIE NO 2 (00189) angus lat: 56.507, long: -2.725, ele: 27 [active: 1959-1977]	img/daily-weather.png	24,24	0,-24
56.561	-2.573	arbroath	ARBROATH (00191) angus lat: 56.561, long: -2.573, ele: 29 [active: 1914-1994]	img/daily-weather.png	24,24	0,-24
